Unnamed: 0,label,content
42,"Sales,Termination","Dear Sales Team, Unfortunately, we need to terminate our ongoing project due to internal policy changes. We apologize for any inconvenience and appreciate your cooperation."
43,"Sales,Termination","Hello Sales Department, We regret to inform you that we must terminate our project due to financial constraints. Thank you for your understanding."
44,"Sales,Termination","Hi Sales Team, I am writing to request the termination of our project due to operational challenges. We appreciate your understanding and cooperation."
45,"Sales,Termination","Dear Sales Department, After careful consideration, we have decided to terminate our current project due to budget constraints. Thank you for your understanding."
46,"Sales,Termination","Hello, I regret to inform you that we need to terminate our project due to internal restructuring. Thank you for your cooperation and understanding."
47,"Sales,Termination","Hi, We must request the immediate termination of our project due to unforeseen circumstances. We appreciate your understanding and apologize for any inconvenience caused."
0,"Sales, Not Interested","Dear Sales Team, Thank you for considering me for the project opportunity. After careful consideration, I have decided not to pursue this project. I appreciate your understanding. Best regards."
1,"Sales, Not Interested","Hello Sales Department, I hope this message finds you well. I am writing to inform you that I am not interested in the current project offer. Thank you for considering me. Kind regards."
2,"Sales, Not Interested","Hi Sales Team, Thank you for reaching out to me with the project proposal. Unfortunately, I have to decline the opportunity at this time. I appreciate your understanding. Best wishes."
3,"Sales, Not Interested","Dear Sales Department, I appreciate the offer to work on the project. However, I am not interested in pursuing it at this moment. Thank you for considering me. Regards."
4,"Sales, Not Interested","Hello, I am writing to let you know that I am not interested in the project opportunity you have presented. Thank you for thinking of me. Best regards."
5,"Sales, Not Interested","Hi, Thank you for the project offer. After careful consideration, I have decided not to take part in this project. I appreciate your understanding. Sincerely."
